0xc564ee9f21ed8a2d8e7e76c085740d5e4c5fafbe,822159143718089.6
0x4f2195a538760387b61df4abd8efa158fb0be47c,138414594572059.98
0x879c2ee5adc372d0542d65d80ebfe647ac1a5f10,109849634396621.02
0xbcc324d812c940e8188ac9f38a0526235b6b75c6,54302510792266.164
0xc337ecd232378b66737b1dfef2e63635f4c7c62c,46331976570317.484
0x071268cc88b68fc9bb31f726a499a27859432e0a,44431998991153.72
0xc3660ee9c357bf631af63621385dcf9d5cf2f301,37026309335563.97
0x4679d674d22f72ac0aa045d8138a269202aaa2b5,32048536022578.895
0xd0a4297f433a642912583b2b644801a6e250031e,27627825063361.113
0xc2280f7c7eb261ca7f45d13768d6d62c543e3d90,27326525259301.645
0xaf1de295a3ae5b8f08a01172ccefe137ad88b30d,24168376167565.223
0xaca76ffe23ff1fccdb5f938b056da8fcbe28eb0a,22759479499992.87
0x522249c07f09bee90c3d6bcbcc60f885f2293dcd,17289022384110.941
0x69e6717964273a4b031242bfcc904469ed7171dd,15783072380182.006
0x5d22db0ddc365dbdc0983441e2906d51855a142d,14429554224819.28
0x374e487fc6a26072b132f794632228fe613c8100,13963512542068.916
0x1967b8a305c152898ca71e035891b6bc9e176737,13749756216187.793
0xbe31a54c78f6e73819fff78072be1660485c8105,13206008001643.309
0xc2345e14e772acebafe90a6f4f0f04057a3ef127,12498190484265.49
0xbe8c604c99c7bae4ccd6876c4a528945a107e05d,12366149335174.566
0x81cdc5fc29a3bb4396afa87631cf4337b2c1284a,11725171580012.395
0x731df231ac5b7fb3906d09c8a690996311a5081c,11221565889941.236
0xa228224e8808733461ac8c15f9a7fd49dd4c18c8,10894252661629.12
0x395f44f73a8428aca51d2347d8bed4a194f9d8ba,10799421897012.887
0x27fd393cbcfaf30d5bf7823d9f53e41fceb22bc1,10753164434895.186
0xcce02df050d8b4045997b458f9af9fe1c45d6fd4,10500038378754.707
0x5942693ffc63364cc8360cc2b00bec49851813f9,9708915412940.465
0x061939f9fa0bb160314833685467a1927680576b,9698034306284.477
0x2e53459767bb46d3def96e3422c1026665599dbb,9287432591670.627
0x69e6717964273a4b031242bfcc904469ed7171dd,9055598827675.566
0xbcc324d812c940e8188ac9f38a0526235b6b75c6,7851333901230.453
0x6bf97f2534be2242ddb3a29bfb24d498212dcded,7840225830589.313
0x23819f5596942e3098e1f924445eabcc79f7a40b,7713814444909.159
0xcd8d5a5d105dfb1d5c165ebe6cfa1e25deae1d5e,7522440550570.091
0x202a256464de8c5ef05236f3765342d8217c0f94,7002514182389.823
0xf0716a39e3a36116a64240074683e9890e0760e8,6916351673092.008
0x5f71d796151df4580c0cdef4699495a1753c034a,6851748370390.639
0xcd70a36a0509f5f0b0c1c6273f04eaed777ff9bd,6730529030095.906
0xf961b028d053d82439e462d2911188db483161e5,6665532991392.616
0xf53880230dbc4c7c12f0591f9f924959deb47c28,6399891674922.702
0x3d0dcc80999441e173d55b11c0d2272656d13d1a,6171051555796.688
0x460a99e23c7161fc2f00ae6138615c4c22823d4c,5826431109599.585
0xfbbe90dd04250b5e789ed9d1bfba2476e524a852,5477099196120.243
0xe76f037ff94fc7f7d5f390de83780cdd23bcf375,5454607851657.793
0x1a394e1d9c95ce9912f2ddd6dd0fbd0e766b7326,5376100726392.397
0x969056b11a15408db99916644c2d9e83219081a4,5318644319138.659
0x97b4a2ec50036453d8a00424feb4613e8bc46775,5141720704826.135
0x8aadeaf8ee72b0665cef04d45aca1fa85e844ece,5044837251752.17
0x3bd0623bd490b8bdb7e6e0f54a09b84f39389d63,4946255712121.416
0xed71f08edf6c724b192c372bc016dc74d7a6bf53,4859355787982.439
0xbde01a1082f89852fa057a9a48cebcf6667b4d9a,4818086253472.392
0x5984bb82f11171cb1dc2287e2a6935c44d491538,4641455782521.197
0xd9ee7c6ce8f656b6c28756c50d9e3e46ecf1d149,4628331667708.858
0x73a74b1e90c8301813379d7b77a2cfbd90d8b277,4628288667053.659
